case_id,transaction_id,customer_id,event_type,leakage_category,amount,amount_at_risk,timestamp,payment_method,payment_status,failure_reason,checkout_started,checkout_completed,subscription_status,mandate_status,invoice_status,invoice_due_date,days_overdue,retry_count,previous_attempt_count,customer_purchase_count,customer_success_rate,customer_lifetime_value,previous_payment_behavior,customer_opt_out,suspicious_flag,communication_allowed,historical_recovery_behavior,ground_truth_recoverable,ground_truth_recovery_outcome,amount_recovered,recovery_observed,recovery_reason,split
CASE00373,TXN000373,CUST00396,subscription_renewal_failed,failed_subscription,3019.7,3019.7,2026-07-10 08:00:00,UPI,failed_recurring,insufficient funds,,,failed,failed,,,,0,1,3,0.835,7370.34,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,3019.7,True,retry_succeeded,train
CASE00374,TXN000374,CUST00062,payment_success,successful,4548.03,0.0,2026-08-06 15:00:00,UPI,success,,True,True,,,,,,0,0,5,0.801,12792.67,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00375,TXN000375,CUST00183,payment_success,successful,1416.37,0.0,2026-06-06 22:00:00,Card,success,,True,True,,,,,,0,0,5,0.759,3538.56,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,validation
CASE00376,TXN000376,CUST00342,subscription_renewal_failed,failed_subscription,95.96,95.96,2026-07-24 17:00:00,Card,failed_recurring,network failure,,,failed,active_pending_retry,,,,0,0,5,0.456,5934.37,frequent_failure,False,False,True,rarely_recovers,True,recovered,95.96,True,retry_succeeded,train
CASE00377,TXN000377,CUST00138,payment_success,successful,2411.13,0.0,2026-08-11 04:00:00,Card,success,,True,True,,,,,,0,0,3,0.825,4864.77,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,test
CASE00378,TXN000378,CUST00304,payment_success,successful,1858.02,0.0,2026-08-17 11:00:00,Card,success,,True,True,,,,,,0,0,6,0.708,14571.39,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00379,TXN000379,CUST00105,payment_success,successful,6548.63,0.0,2026-06-12 19:00:00,Wallet,success,,True,True,,,,,,0,0,22,0.793,36036.8,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00380,TXN000380,CUST00143,subscription_renewal_failed,failed_subscription,496.16,496.16,2026-08-11 09:00:00,Card,failed_recurring,insufficient funds,,,failed,failed,,,,0,1,7,0.339,5952.91,frequent_failure,True,False,False,rarely_recovers,False,not_recovered,0.0,True,opted_out_no_contact_possible,train
CASE00381,TXN000381,CUST00388,subscription_renewal_failed,failed_subscription,452.56,452.56,2026-07-07 21:00:00,Netbanking,failed_recurring,network failure,,,failed,active_pending_retry,,,,2,3,7,0.214,5095.2,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,validation
CASE00382,TXN000382,CUST00110,subscription_renewal_failed,failed_subscription,402.94,402.94,2026-07-14 03:00:00,UPI,failed_recurring,UPI timeout,,,failed,active_pending_retry,,,,1,1,8,0.346,9680.67,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00383,TXN000383,CUST00435,checkout_abandoned,checkout_abandonment,277.46,277.46,2026-07-13 03:00:00,Card,abandoned,,True,False,,,,,,0,0,0,0.779,677.0,new,False,False,True,new_customer,True,recovered,277.46,True,paid_after_reminder_or_link,train
CASE00384,TXN000384,CUST00135,payment_success,successful,8010.47,0.0,2026-07-12 16:00:00,Wallet,success,,True,True,,,,,,0,0,25,0.884,59352.95,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00385,TXN000385,CUST00010,payment_failed,failed_payment,3903.16,3903.16,2026-07-01 16:00:00,EMI,failed,insufficient funds,True,True,,,,,,0,0,3,0.565,5171.12,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,3903.16,True,retry_succeeded,test
CASE00386,TXN000386,CUST00113,payment_failed,failed_payment,1103.58,1103.58,2026-07-02 11:00:00,UPI,failed,insufficient funds,True,True,,,,,,2,2,8,0.492,5406.75,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1103.58,True,retry_succeeded,train
CASE00387,TXN000387,CUST00073,payment_failed,failed_payment,1039.38,1039.38,2026-06-27 20:00:00,Card,failed,bank decline,True,True,,,,,,0,2,26,0.849,194693.54,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1039.38,True,retry_succeeded,train
CASE00388,TXN000388,CUST00228,payment_failed,failed_payment,3304.68,3304.68,2026-08-13 08:00:00,Card,failed,insufficient funds,True,True,,,,,,0,0,20,0.938,19691.26,reliable,False,False,True,usually_recovers_via_retry,True,recovered,3304.68,True,retry_succeeded,test
CASE00389,TXN000389,CUST00049,payment_success,successful,601.0,0.0,2026-06-01 05:00:00,Netbanking,success,,True,True,,,,,,0,0,18,0.886,57894.25,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00390,TXN000390,CUST00288,payment_failed,failed_payment,319.85,319.85,2026-06-19 02:00:00,UPI,failed,bank decline,True,True,,,,,,1,3,2,0.733,6937.21,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,319.85,True,retry_succeeded,train
CASE00391,TXN000391,CUST00394,checkout_abandoned,checkout_abandonment,1678.83,1678.83,2026-06-23 17:00:00,Card,abandoned,,True,False,,,,,,0,0,21,0.889,26266.95,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1678.83,True,paid_after_reminder_or_link,train
CASE00392,TXN000392,CUST00160,subscription_renewal_failed,failed_subscription,302.64,302.64,2026-07-30 18:00:00,Wallet,failed_recurring,insufficient funds,,,failed,failed,,,,1,2,16,0.909,49509.4,reliable,False,False,True,usually_recovers_via_retry,True,recovered,302.64,True,retry_succeeded,validation
CASE00393,TXN000393,CUST00072,payment_failed,failed_payment,2486.36,2486.36,2026-06-28 10:00:00,Netbanking,failed,insufficient funds,True,True,,,,,,0,0,5,0.78,11526.39,occasional_failure,True,False,False,usually_needs_reminder,False,not_recovered,0.0,True,opted_out_no_contact_possible,train
CASE00394,TXN000394,CUST00179,invoice_overdue,overdue_receivable,25881.44,25881.44,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-06,14.0,0,0,20,0.796,267011.47,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00395,TXN000395,CUST00357,subscription_renewal_failed,failed_subscription,644.05,644.05,2026-08-19 17:00:00,Wallet,failed_recurring,network failure,,,failed,failed,,,,0,1,23,0.925,39141.89,reliable,False,False,True,usually_recovers_via_retry,True,recovered,644.05,True,retry_succeeded,train
CASE00396,TXN000396,CUST00267,payment_failed,failed_payment,532.12,532.12,2026-05-24 21:00:00,Card,failed,bank decline,True,True,,,,,,1,1,4,0.8,3515.7,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,532.12,True,retry_succeeded,validation
CASE00397,TXN000397,CUST00044,invoice_overdue,overdue_receivable,9175.5,9175.5,2026-08-20 00:00:00,Wallet,overdue,,,,,,overdue,2026-07-21,30.0,0,2,2,0.672,4328.3,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00398,TXN000398,CUST00241,subscription_renewal_failed,failed_subscription,1182.91,1182.91,2026-06-19 12:00:00,Card,failed_recurring,insufficient funds,,,failed,failed,,,,0,0,26,0.861,83539.16,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1182.91,True,retry_succeeded,test
CASE00399,TXN000399,CUST00211,subscription_renewal_failed,failed_subscription,667.02,667.02,2026-07-04 05:00:00,UPI,failed_recurring,UPI timeout,,,failed,failed,,,,0,0,11,0.92,36234.63,reliable,False,False,True,usually_recovers_via_retry,True,recovered,667.02,True,retry_succeeded,train
CASE00400,TXN000400,CUST00144,subscription_renewal_failed,failed_subscription,748.7,748.7,2026-07-17 06:00:00,UPI,failed_recurring,bank decline,,,failed,failed,,,,2,4,19,0.922,18375.78,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00401,TXN000401,CUST00048,invoice_overdue,overdue_receivable,6949.52,6949.52,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-12,8.0,0,0,6,0.73,9211.94,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,5524.98,True,paid_after_reminder_or_link,train
CASE00402,TXN000402,CUST00443,payment_success,successful,876.38,0.0,2026-07-19 00:00:00,Wallet,success,,True,True,,,,,,0,0,19,0.919,25833.43,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00403,TXN000403,CUST00077,payment_success,successful,996.5,0.0,2026-06-01 10:00:00,Netbanking,success,,True,True,,,,,,0,0,3,0.848,4197.97,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00404,TXN000404,CUST00082,checkout_abandoned,checkout_abandonment,1964.78,1964.78,2026-06-26 19:00:00,UPI,abandoned,,True,False,,,,,,0,2,6,0.833,7669.16,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1964.78,True,paid_after_reminder_or_link,train
CASE00405,TXN000405,CUST00063,payment_success,successful,600.35,0.0,2026-06-29 15:00:00,Card,success,,True,True,,,,,,0,0,13,0.975,21928.36,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00406,TXN000406,CUST00256,payment_failed,failed_payment,1114.22,1114.22,2026-08-17 22:00:00,Wallet,failed,network failure,True,True,,,,,,0,0,14,0.769,29928.72,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1114.22,True,retry_succeeded,test
CASE00407,TXN000407,CUST00198,invoice_overdue,overdue_receivable,21672.08,21672.08,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-06-15,66.0,0,2,26,0.854,164877.43,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00408,TXN000408,CUST00110,payment_failed,failed_payment,1467.17,1467.17,2026-05-24 02:00:00,Card,failed,bank decline,True,True,,,,,,1,1,8,0.346,9680.67,frequent_failure,False,False,True,rarely_recovers,True,recovered,1467.17,True,retry_succeeded,train
CASE00409,TXN000409,CUST00190,invoice_overdue,overdue_receivable,7573.13,7573.13,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-14,6.0,0,0,5,0.98,4084.9,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,5917.97,True,paid_after_reminder_or_link,test
CASE00410,TXN000410,CUST00309,payment_success,successful,4088.54,0.0,2026-07-03 12:00:00,EMI,success,,True,True,,,,,,0,0,6,0.736,10329.89,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00411,TXN000411,CUST00122,checkout_abandoned,checkout_abandonment,373.66,373.66,2026-06-14 09:00:00,Card,abandoned,,True,False,,,,,,0,1,26,0.917,38908.17,reliable,False,False,True,usually_recovers_via_retry,True,recovered,373.66,True,paid_after_reminder_or_link,train
CASE00412,TXN000412,CUST00412,subscription_renewal_failed,failed_subscription,590.84,590.84,2026-06-02 07:00:00,Card,failed_recurring,bank decline,,,failed,active_pending_retry,,,,0,1,11,0.975,23850.28,reliable,False,False,True,usually_recovers_via_retry,True,recovered,590.84,True,retry_succeeded,train
CASE00413,TXN000413,CUST00135,payment_success,successful,12551.59,0.0,2026-07-01 15:00:00,Netbanking,success,,True,True,,,,,,0,0,25,0.884,59352.95,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00414,TXN000414,CUST00086,payment_failed,failed_payment,2924.43,2924.43,2026-08-02 05:00:00,Wallet,failed,network failure,True,True,,,,,,0,2,0,0.884,2913.54,new,False,False,True,new_customer,True,recovered,2924.43,True,retry_succeeded,train
CASE00415,TXN000415,CUST00432,invoice_overdue,overdue_receivable,7223.54,7223.54,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-06,14.0,0,1,21,0.947,59271.92,reliable,False,False,True,usually_recovers_via_retry,True,recovered,6857.91,True,paid_after_reminder_or_link,train
CASE00416,TXN000416,CUST00367,payment_failed,failed_payment,1260.21,1260.21,2026-07-03 04:00:00,UPI,failed,UPI timeout,True,True,,,,,,0,0,20,0.885,59921.52,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1260.21,True,retry_succeeded,test
CASE00417,TXN000417,CUST00153,payment_failed,failed_payment,1100.02,1100.02,2026-06-28 23:00:00,Card,failed,insufficient funds,True,True,,,,,,1,1,1,0.799,2638.69,new,False,False,True,new_customer,True,recovered,1100.02,True,retry_succeeded,test
CASE00418,TXN000418,CUST00381,subscription_renewal_failed,failed_subscription,468.48,468.48,2026-06-03 12:00:00,Card,failed_recurring,insufficient funds,,,failed,failed,,,,0,0,18,0.622,32066.97,reliable,False,False,True,usually_recovers_via_retry,True,recovered,468.48,True,retry_succeeded,train
CASE00419,TXN000419,CUST00233,invoice_overdue,overdue_receivable,4421.29,4421.29,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-13,7.0,0,1,7,0.2,3197.07,frequent_failure,False,True,False,rarely_recovers,False,not_recovered,0.0,True,high_risk_flag_unrecovered,train
CASE00420,TXN000420,CUST00154,payment_success,successful,3758.88,0.0,2026-06-17 09:00:00,UPI,success,,True,True,,,,,,0,0,31,0.919,45601.57,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00421,TXN000421,CUST00380,payment_success,successful,1778.36,0.0,2026-06-12 11:00:00,UPI,success,,True,True,,,,,,0,0,16,0.846,39062.25,reliable,False,True,False,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00422,TXN000422,CUST00344,checkout_abandoned,checkout_abandonment,844.76,844.76,2026-08-12 02:00:00,UPI,abandoned,,True,False,,,,,,0,1,20,0.817,39576.28,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00423,TXN000423,CUST00132,subscription_renewal_failed,failed_subscription,398.82,398.82,2026-07-28 15:00:00,UPI,failed_recurring,UPI timeout,,,failed,active_pending_retry,,,,3,4,5,0.396,1289.34,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,exceeded_retry_limit_unrecovered,train
CASE00424,TXN000424,CUST00276,payment_failed,failed_payment,1795.45,1795.45,2026-08-04 00:00:00,UPI,failed,insufficient funds,True,True,,,,,,0,1,2,0.847,13597.52,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00425,TXN000425,CUST00164,payment_success,successful,1229.97,0.0,2026-06-23 08:00:00,UPI,success,,True,True,,,,,,0,0,0,0.559,2461.81,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,train
CASE00426,TXN000426,CUST00001,payment_success,successful,2439.96,0.0,2026-07-23 17:00:00,Card,success,,True,True,,,,,,0,0,20,0.96,50283.64,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00427,TXN000427,CUST00434,invoice_overdue,overdue_receivable,43523.97,43523.97,2026-08-20 00:00:00,EMI,overdue,,,,,,overdue,2026-08-12,8.0,0,0,21,0.869,118487.22,reliable,False,True,False,usually_recovers_via_retry,False,not_recovered,0.0,True,high_risk_flag_unrecovered,train
CASE00428,TXN000428,CUST00246,payment_success,successful,1758.03,0.0,2026-06-05 14:00:00,Card,success,,True,True,,,,,,0,0,24,0.832,215627.56,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00429,TXN000429,CUST00274,payment_success,successful,3757.2,0.0,2026-07-20 02:00:00,UPI,success,,True,True,,,,,,0,0,19,0.86,29005.04,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00430,TXN000430,CUST00274,payment_success,successful,1190.72,0.0,2026-07-06 08:00:00,Card,success,,True,True,,,,,,0,0,19,0.86,29005.04,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00431,TXN000431,CUST00247,payment_failed,failed_payment,3662.21,3662.21,2026-06-26 01:00:00,Wallet,failed,insufficient funds,True,True,,,,,,0,0,18,0.904,34885.55,reliable,False,False,True,usually_recovers_via_retry,True,recovered,3662.21,True,retry_succeeded,train
CASE00432,TXN000432,CUST00128,checkout_abandoned,checkout_abandonment,840.25,840.25,2026-06-07 06:00:00,Netbanking,abandoned,,True,False,,,,,,0,1,0,0.283,837.7,new,False,False,True,new_customer,True,recovered,840.25,True,paid_after_reminder_or_link,train
CASE00433,TXN000433,CUST00439,payment_failed,failed_payment,12111.68,12111.68,2026-06-14 21:00:00,Netbanking,failed,network failure,True,True,,,,,,1,1,16,0.868,16973.62,reliable,False,False,True,usually_recovers_via_retry,True,recovered,12111.68,True,retry_succeeded,train
CASE00434,TXN000434,CUST00285,subscription_renewal_failed,failed_subscription,993.26,993.26,2026-08-10 05:00:00,Card,failed_recurring,bank decline,,,failed,failed,,,,0,0,16,0.803,53734.55,reliable,False,False,True,usually_recovers_via_retry,True,recovered,993.26,True,retry_succeeded,train
CASE00435,TXN000435,CUST00308,payment_success,successful,3570.41,0.0,2026-07-12 18:00:00,UPI,success,,True,True,,,,,,0,0,16,0.905,54576.01,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00436,TXN000436,CUST00203,payment_failed,failed_payment,9025.64,9025.64,2026-08-07 14:00:00,UPI,failed,insufficient funds,True,True,,,,,,0,0,6,0.921,14310.06,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,9025.64,True,retry_succeeded,train
CASE00437,TXN000437,CUST00126,payment_success,successful,536.94,0.0,2026-07-08 21:00:00,UPI,success,,True,True,,,,,,0,0,9,0.786,4842.38,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00438,TXN000438,CUST00026,checkout_abandoned,checkout_abandonment,1288.26,1288.26,2026-06-19 00:00:00,Card,abandoned,,True,False,,,,,,0,0,0,0.918,602.7,new,False,False,True,new_customer,True,recovered,1288.26,True,paid_after_reminder_or_link,train
CASE00439,TXN000439,CUST00156,payment_success,successful,1104.77,0.0,2026-07-09 05:00:00,Card,success,,True,True,,,,,,0,0,16,0.598,20883.83,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00440,TXN000440,CUST00077,payment_failed,failed_payment,1484.68,1484.68,2026-07-11 02:00:00,Netbanking,failed,bank decline,True,True,,,,,,1,1,3,0.848,4197.97,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,train
